name,len_input,len_HA1,cut_idx_in_original,motif,note,status
A/Bolu/3994/2016|EPI_ISL_232840,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kazakhstan/3782/2014|EPI_ISL_179353,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Sassari/9/2015|EPI_ISL_181600,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Aydin/3446/2016|EPI_ISL_232838,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Denizli/3801/2016|EPI_ISL_232842,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Izmir/1089/2016|EPI_ISL_232847,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kutahya/3503/2016|EPI_ISL_232852,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Zonguldak/3161/2016|EPI_ISL_232877,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Oman/4289/2014|EPI_ISL_168986,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Oman/4289/2014|EPI_ISL_168987,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Austria/890287/2015|EPI_ISL_202054,329,329,583,already_HA1,looks_like_HA1_only(n=329)|SP=none,OK
A/Extremadura/2061/2014|EPI_ISL_169382,563,329,361,R/K+GLF,found_R/K+GLF_at=342|SP=auto:13,OK
A/Extremadura/2061/2014|EPI_ISL_170289,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Finland/547/2015|EPI_ISL_203074,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Nordrhein-Westfalen/104/2015|EPI_ISL_203630,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Jordan/30483/2014|EPI_ISL_172381,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/58/2015|EPI_ISL_205772,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/61/2015|EPI_ISL_205778,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/65/2015|EPI_ISL_205826,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Finland/547/2015|EPI_ISL_206932,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Austria/890287/2015|EPI_ISL_207607,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Austria/890744/2015|EPI_ISL_207608,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Nordrhein-Westfalen/104/2015|EPI_ISL_207619,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Glasgow/401678/2015|EPI_ISL_175032,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/2665/2015|EPI_ISL_209094,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/16094175/2016|EPI_ISL_209100,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Extremadura/731/2015|EPI_ISL_179318,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Greece/2263/2014|EPI_ISL_179325,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Arges/1480-3059/2016|EPI_ISL_212512,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Istanbul/188/2015|EPI_ISL_213082,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/2877/2015|EPI_ISL_213092,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Milano/191/2015|EPI_ISL_181583,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Perugia/52/2015|EPI_ISL_181598,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Perugia/45/2015|EPI_ISL_181596,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Perugia/46/2015|EPI_ISL_181597,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Berlin/7/2016|EPI_ISL_215854,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Malatya/5037/2015|EPI_ISL_215859,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/15772531/2015|EPI_ISL_215875,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Sachsen/2/2016|EPI_ISL_215872,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Turkey/TR-26/2016|EPI_ISL_215877,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Turkey/TR-25/2016|EPI_ISL_215876,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Berlin/28/2016|EPI_ISL_218926,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Sachsen/2/2016|EPI_ISL_211863,562,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Berlin/28/2016|EPI_ISL_212511,562,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Georgia/864/2016|EPI_ISL_223627,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bucuresti/191366/2016|EPI_ISL_223631,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Arges/1480-3059/2016|EPI_ISL_223630,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Baleares/RR6848/2010|EPI_ISL_85846,265,256,361,R/K+GLF,found_R/K+GLF_at=256|SP=auto:none,OK
A/Estonia/66234/2012|EPI_ISL_121917,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Galicia/RR9911/2012|EPI_ISL_136408,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Alaska/5/2010|EPI_ISL_90589,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Victoria/563/2010|EPI_ISL_84063,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Perth/10/2010|EPI_ISL_127604,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/1/2010|EPI_ISL_75786,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/1/2010|EPI_ISL_81390,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/1/2010|EPI_ISL_188257,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Leskovac/1701/2012|EPI_ISL_128056,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Iowa/19/2010|EPI_ISL_90610,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Brisbane/299/2011|EPI_ISL_102462,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Valladolid/47/2011|EPI_ISL_103246,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kentucky/05/2011|EPI_ISL_103760,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Austria/655242/2012|EPI_ISL_107831,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Guadeloupe/202/2010|EPI_ISL_90607,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ireland/13527/2011|EPI_ISL_90611,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Guadeloupe/202/2010|EPI_ISL_99047,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Guadeloupe/202/2010|EPI_ISL_99049,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/5398/2012|EPI_ISL_122685,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Johannesburg/5637/2012|EPI_ISL_132036,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/5498/2012|EPI_ISL_136406,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/5508/2012|EPI_ISL_136407,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/5462/2012|EPI_ISL_136405,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/5500/2012|EPI_ISL_140352,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Odessa/288/2012|EPI_ISL_121949,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Odessa/312/2012|EPI_ISL_121951,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/155/2012|EPI_ISL_121974,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/5329/2012|EPI_ISL_121977,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/5342/2012|EPI_ISL_121980,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/78/2012|EPI_ISL_121985,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/5385/2012|EPI_ISL_121984,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/96/2012|EPI_ISL_121986,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/5408/2012|EPI_ISL_122687,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/5403/2012|EPI_ISL_122686,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/5375/2012|EPI_ISL_121982,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Hamburg/1/2012|EPI_ISL_107850,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Firenze/1/2011|EPI_ISL_104121,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Slovenia/274/2012|EPI_ISL_121959,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Belgrade/1470/2012|EPI_ISL_128017,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/17/2011|EPI_ISL_90433,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/17/2011|EPI_ISL_93715,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Baleares/RR6848/2010|EPI_ISL_86048,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Baleares/RR6848/2010|EPI_ISL_187279,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Argentina/28370/2010|EPI_ISL_85721,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Argentina/28370/2010|EPI_ISL_185173,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Iceland/18/2012|EPI_ISL_132019,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Iceland/18/2012|EPI_ISL_132020,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Beograd/1607/2012|EPI_ISL_128024,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Beograd/1549/2012|EPI_ISL_128023,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Parma/139/2012|EPI_ISL_122679,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Denmark/42/2012|EPI_ISL_122645,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/England/49/2012|EPI_ISL_121910,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bulgaria/218/2012|EPI_ISL_117434,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/710/2011|EPI_ISL_104143,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/SU91/2012|EPI_ISL_141676,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/625/2012|EPI_ISL_121943,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/42/2011|EPI_ISL_107887,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/42/2011|EPI_ISL_149712,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Gothenburg/1/2010|EPI_ISL_81056,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Praha/130/2012|EPI_ISL_121953,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Praha/130/2012|EPI_ISL_121952,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kentucky/05/2011|EPI_ISL_100435,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kentucky/05/2011|EPI_ISL_100436,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/S4320/2011|EPI_ISL_101392,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Suceava/87402/2012|EPI_ISL_107891,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Iasi/89451/2012|EPI_ISL_118754,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Iceland/17/2012|EPI_ISL_132018,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Iceland/17/2012|EPI_ISL_132017,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/42/2011|EPI_ISL_102519,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/44/2011|EPI_ISL_102581,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Porto/EuroEva69/2012|EPI_ISL_103288,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Firenze/3/2011|EPI_ISL_104122,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Salamanca/4/2012|EPI_ISL_104128,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/001/2012|EPI_ISL_104145,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bacau/88448/2012|EPI_ISL_107835,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Panama/307149/2010|EPI_ISL_79320,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Panama/307149/2010|EPI_ISL_81371,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bulgaria/182/2012|EPI_ISL_117432,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bulgaria/280/2012|EPI_ISL_117435,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bulgaria/312/2012|EPI_ISL_117437,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bulgaria/311/2012|EPI_ISL_117436,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bulgaria/314/2012|EPI_ISL_117439,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bulgaria/313/2012|EPI_ISL_117438,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Argentina/28378/2010|EPI_ISL_85723,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Argentina/28378/2010|EPI_ISL_185889,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/67238/2012|EPI_ISL_121923,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/67221/2012|EPI_ISL_121922,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/657/2012|EPI_ISL_121945,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Prerov/87/2012|EPI_ISL_121955,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Prerov/87/2012|EPI_ISL_121954,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Iceland/17/2012|EPI_ISL_122653,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/23/2012|EPI_ISL_122660,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/59/2012|EPI_ISL_122662,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Uppsala/3/2011|EPI_ISL_90058,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Valladolid/40/2011|EPI_ISL_90645,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Pavia/128/2012|EPI_ISL_124195,554,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Torino/01/2011|EPI_ISL_128081,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Iowa/19/2010|EPI_ISL_96098,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Caen/900/2012|EPI_ISL_129049,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bulgaria/217/2012|EPI_ISL_117433,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Sarajevo/21/2012|EPI_ISL_165583,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Galicia/15/2012|EPI_ISL_136371,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/SU91/2012|EPI_ISL_136388,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Finland/227/2012|EPI_ISL_121461,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Denmark/12/2012|EPI_ISL_117389,537,318,361,R/K+GLF,found_R/K+GLF_at=338|SP=auto:20,OK
A/Denmark/38/2012|EPI_ISL_117398,537,318,361,R/K+GLF,found_R/K+GLF_at=338|SP=auto:20,OK
A/Lisboa/23/2012|EPI_ISL_122230,329,329,583,already_HA1,looks_like_HA1_only(n=329)|SP=none,OK
A/Lisboa/61/2012|EPI_ISL_122249,329,329,583,already_HA1,looks_like_HA1_only(n=329)|SP=none,OK
A/Lisboa/59/2012|EPI_ISL_122248,329,329,583,already_HA1,looks_like_HA1_only(n=329)|SP=none,OK
A/Lisboa/58/2012|EPI_ISL_122272,329,329,583,already_HA1,looks_like_HA1_only(n=329)|SP=none,OK
A/Montana/05/2011|EPI_ISL_98641,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Montana/05/2011|EPI_ISL_90838,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Wisconsin/13/2010|EPI_ISL_84101,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Galati/47519/2011|EPI_ISL_88035,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Athens/108/2011|EPI_ISL_88015,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Madagascar/1121/2011|EPI_ISL_90631,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/65266/2012|EPI_ISL_121913,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/66837/2012|EPI_ISL_121921,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/66788/2012|EPI_ISL_121920,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bretagne/2248/2010|EPI_ISL_88016,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bretagne/2248/2010|EPI_ISL_187716,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Perth/10/2010|EPI_ISL_84061,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Romania/55656/2011|EPI_ISL_90641,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/1891/2011|EPI_ISL_93708,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/1605/2011|EPI_ISL_93706,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/1731/2011|EPI_ISL_93707,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/1580/2011|EPI_ISL_93705,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/824/2011|EPI_ISL_93698,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/1181/2011|EPI_ISL_93699,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/812/2011|EPI_ISL_93697,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Moldova/378/2011|EPI_ISL_90638,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Moldova/601/2011|EPI_ISL_90639,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Moldova/278/2011|EPI_ISL_90636,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Moldova/317/2011|EPI_ISL_90637,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Madagascar/0817/2011|EPI_ISL_90630,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Madagascar/0751/2011|EPI_ISL_90629,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Madagascar/0638/2011|EPI_ISL_90627,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Montana/05/2011|EPI_ISL_89798,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bremen/1/2010|EPI_ISL_186544,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bremen/1/2010|EPI_ISL_86049,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/822/2011|EPI_ISL_93704,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bremen/1/2010|EPI_ISL_175434,384,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Denmark/105/2010|EPI_ISL_87245,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Victoria/563/2010|EPI_ISL_83224,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Victoria/563/2010|EPI_ISL_185832,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/175/2011|EPI_ISL_90855,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/15/2011|EPI_ISL_98646,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/15/2011|EPI_ISL_90432,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Umea/2/2011|EPI_ISL_90435,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/15/2011|EPI_ISL_93714,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Umea/2/2011|EPI_ISL_95263,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Alabama/05/2010|EPI_ISL_79335,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Alabama/05/2010|EPI_ISL_81372,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/38/2012|EPI_ISL_122242,329,329,583,already_HA1,looks_like_HA1_only(n=329)|SP=none,OK
A/Umea/3/2011|EPI_ISL_90436,538,317,361,R/K+GLF,found_R/K+GLF_at=317|SP=auto:none,OK
A/Umea/3/2011|EPI_ISL_93716,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bremen/19/2012|EPI_ISL_175494,553,329,361,R/K+GLF,found_R/K+GLF_at=344|SP=auto:15,OK
A/Plzen/22/2013|EPI_ISL_143565,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Paris/1912/2012|EPI_ISL_134344,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Paris/1912/2012|EPI_ISL_134354,564,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/5426/2012|EPI_ISL_122689,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/250/2012|EPI_ISL_121975,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Dnipro/194/2012|EPI_ISL_121904,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/5333/2012|EPI_ISL_121978,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Slovenia/2855/2011|EPI_ISL_103261,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Slovenia/9/2012|EPI_ISL_103263,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Slovenia/2970/2011|EPI_ISL_103262,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Tehran/8331/2011|EPI_ISL_103307,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Esfahan/8343/2011|EPI_ISL_103308,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Tehran/181/2012|EPI_ISL_103313,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/19/2012|EPI_ISL_149713,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/19/2012|EPI_ISL_120291,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Stockholm/21/2012|EPI_ISL_120293,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ukraine/131/2012|EPI_ISL_121973,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
